USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
tanu              7394  21.7  3.7 1953291472 307344   ??  S    11:09AM   0:19.93 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/tanu/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1787022621955066 --launch-time-ticks=8928699024 --shared-files --field-trial-handle=1718379636,r,9458431235594540028,15585894896963821401,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10488696142628208022,14478693751458410815,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:42a9412e-0222-448d-98f1-1f3ca32721a1 --seatbelt-client=63
_windowserver      612   4.4  1.2 436261984 102624   ??  Ss    8:56PM  20:15.81 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer -daemon
tanu              2125   0.0  0.2 435417728  17392   ??  Ss    9:37AM   0:00.59 /Applications/Google Drive.app/Contents/Applications/FinderHelper.app/Contents/PlugIns/FinderSyncExtension.appex/Contents/MacOS/FinderSyncExtension -AppleLanguages ("en-IN")
tanu              2120   0.0  0.0 435301312   3280   ??  Ss    9:37AM   0:00.02 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
tanu              2119   0.0  0.1 507479040   4240   ??  Ss    9:37AM   0:02.54 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
tanu              2118   0.0  0.1 439699312   7264   ??  Ss    9:37AM   0:00.16 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
tanu              2117   0.0  0.1 439781648   8000   ??  Ss    9:37AM   0:01.43 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
tanu              2115   0.0  0.6 440762224  51616   ??  S     9:37AM   0:05.48 /Applications/Google Drive.app/Contents/MacOS/Google Drive --auto_restart_count=1 --first_auto_restart_timestamp=46932 --single_process --parent_version=129.0.1.0 --crash_handler_token=inherited
tanu              2114   0.0  0.1 435310960   4608   ??  S     9:37AM   0:00.02 /Applications/Google Drive.app/Contents/MacOS/crashpad_handler --database=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad --url=https://clients2.google.com/cr/report --annotation=always_send_feedback_unauthenticated=on --annotation=anonymous_feedback_submit_api_key=AIzaSyCejQEszExWuVHsgk8YElDTlbbrhzeRISc --annotation=anonymous_feedback_submit_url=https://feedback-pa.googleapis.com/v1/feedback/products/1633926/web:anonymous_submit --annotation=ask_to_copy_files_for_pending_uploads=on --annotation=automatic_error_reporting_trigger_assert_ids= --annotation=bandwidth_throttling=on --annotation=browser_auth_wait_for_client_timeout_ms=300000 --annotation=browser_auth_with_signup_wait_for_client_timeout_ms=1200000 --annotation=casita_about_dialog=on --annotation=casita_add_more_folders_to_sync_url=https://support.google.com/drive/?p=errorlist --annotation=casita_faq_url=https://support.google.com/drive?p=d4d_redesign_beta --annotation=casita_force_enable=off --annotation=casita_hide_disconnect_for_loading_account=on --annotation=casita_milestone=2 --annotation=casita_rename_sign_out_button_to_disconnect_account=on --annotation=casita_search=off --annotation=casita_startup_prompt_for_opt_in=0 --annotation=collect_ms_office_meet_integration_metrics=off --annotation=com_api_thread_stuck_threshold_sec=0 --annotation=compress_regular_log_files=off --annotation=confirm_quit_during_system_logout=off --annotation=context_menu_create_editor_files=on --annotation=context_menu_force_refresh_folder=on --annotation=context_menu_show_create_new_shared_drive_dialog=on --annotation=crash_oom_threshold_mb=1048576 --annotation=crash_throttle_percentage=0 --annotation=create_encrypted_editor_file=on --annotation=cse_guest_access_enabled=on --annotation=curl_allows_user_provided_content_length=off --annotation=current_drive_fs_version=129.0.1.0 --annotation=current_os_version=macOS/Version 26.5.1 (Build 25F80) (arm64) --annotation=decore_authoritative_global_fetcher=on --annotation=decore_automatic_rollback=on --annotation=decore_separate_user_settings=on --annotation=dedupe_interval_ms=2000 --annotation=deprecation_date=2027-07-27 --annotation=deprecation_warning_threshold=30 --annotation=directory_log_max_byte_size=524288000 --annotation=disable_core_experiment_fetching=off --annotation=disable_non_static_file_provider_event_metrics=off --annotation=disable_unified_buffer_cache=off --annotation=drive_dot=on --annotation=enable_automatic_error_reporting=on --annotation=enable_casita_shared_drives_ui=off --annotation=enable_casita_sign_out_flow=off --annotation=enable_external_file_provider_volume=off --annotation=enable_internal_cello_metrics=on --annotation=enable_mac_os_context_menu=on --annotation=enable_metrics=on --annotation=enable_ransomware_dialog=on --annotation=enable_search_hot_key=on --annotation=enable_windows_tray_icon_context_menu=on --annotation=enable_wkwebview_popup_bridge_gating=on --annotation=encrypt_and_upload=off --annotation=encrypt_and_upload_folder=on --annotation=exception_enabled_apps=.* --annotation=file_provider_add_items_to_ws_on_listing=on --annotation=file_provider_create_existing_file_id_succeeds=off --annotation=file_provider_cse_target_id_scheme=off --annotation=file_provider_detect_remaining_domain_with_api_timeout_ms=10000 --annotation=file_provider_disable_movein_user_interaction=off --annotation=file_provider_disable_moveout_user_interaction=off --annotation=file_provider_disabled_notification_interval_mins=1440 --annotation=file_provider_enable_deny_copy_activation_rule=on --annotation=file_provider_enable_deny_shared_drive_root_manipulation=on --annotation=file_provider_enable_read_ahead=on --annotation=file_provider_mac_secure_fileprovider_symlink=on --annotation=file_provider_max_retry_backoff_per_api_call_ms=30000 --annotation=file_provider_min_partial_read_size=4194304 --annotation=file_provider_mirror_switch_unpinned_item_batch_size=2000 --annotation=file_provider_notify_mount_point_changed=on --annotation=file_provider_posix_symlink_path_max_size=1024 --annotation=file_provider_quick_access_polling_interval_sec=43200 --annotation=file_provider_quit_grace_period_ms=0 --annotation=file_provider_remove_domain_flush_timeout_ms=300000 --annotation=file_provider_support_string_search=on --annotation=file_revisions_virtual_folder=off --annotation=fileprovider_signal_debounce_ms=250 --annotation=force_file_provider_materialization=on --annotation=force_refresh_folder_normal_menu=off --annotation=gemini_extra_included_mimetypes= --annotation=gui_autostart_option=on --annotation=hide_inaccessible_inheritance_break_folders=on --annotation=inform_users_of_pending_uploads=on --annotation=local_file_reading_buffer_size=8388608 --annotation=log_app_stability=off --annotation=logging_on_cello_thread_startup=off --annotation=mac_smb_dialect_mode=0 --annotation=mac_smb_nodatacache=on --annotation=mac_smb_port=-1 --annotation=manage_file_revisions_in_web=on --annotation=max_connection_idle_time_msec=600000 --annotation=max_core_restarts_after_db_corruption=10 --annotation=max_feedback_payload_size=209715200 --annotation=max_file_provider_ipc_connections=100 --annotation=max_item_events_buffer_size_casita=50 --annotation=max_metrics_per_event_code_per_batch=200 --annotation=max_status_source_locations_count_per_metric_event=3 --annotation=max_syncing_status_change_events_casita=50 --annotation=max_thumbnail_dimension=768 --annotation=meet_live_stream_info_uri= --annotation=meet_outlook_addin=off --annotation=meet_uri=https://meetings.clients6.google.com/v1/spaces --annotation=metrics_store_reset_counter=0 --annotation=min_duration_hours_between_any_surveys=24 --annotation=min_duration_hours_between_automatic_error_reports=720 --annotation=min_duration_hours_between_same_surveys=720 --annotation=min_duration_seconds_wait_after_close_for_survey=30 --annotation=min_duration_seconds_wait_after_cores_startup_for_survey=30 --annotation=min_supported_os_version=13.0.0 --annotation=mojave_overlays_fix=off --annotation=multi_account_max_accounts=4 --annotation=nondownloadable_files_as_gdrive_files=on --annotation=nondownloadable_files_as_gdrive_files_migration=on --annotation=num_metrics_batches_per_request=70 --annotation=outlook_addin=off --annotation=pause_syncing_option=on --annotation=phenotype_sync_timeout_ms=500 --annotation=photos_check_apl_icloud_import=on --annotation=photos_deprecation_date=2026-08-10 --annotation=photos_deprecation_soft_date=2026-06-15 --annotation=photos_feature_unsupported=off --annotation=photos_feature_unsupported_soon=on --annotation=prod=DriveFS --annotation=read_only_mode=off --annotation=read_only_ransomware=on --annotation=reconnected_nas_polling_interval_seconds=60 --annotation=reset_content_cache_location=off --annotation=restart_on_browser_request=on --annotation=same_content_dedupe_interval_ms=600000 --annotation=seconds_per_metrics_batch=20 --annotation=share_dialog=on --annotation=show_live_stream_frame_in_outlook_onboarding=off --annotation=slurp_poll_path_frequency_min=240 --annotation=smb_allowed=on --annotation=soon_to_be_min_supported_os_version=13.0.0 --annotation=soon_to_be_unsupported_os_learn_more=https://support.google.com/drive/answer/2375082 --annotation=spotlight_timestamp_fsctl_support=on --annotation=structured_log_max_file_count=30 --annotation=structured_log_max_file_size_kbytes=5120 --annotation=structured_log_zip_logs=on --annotation=structured_logging=on --annotation=survey_api_key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ --annotation=survey_configurations= --annotation=survey_listnr_product_id=1633926 --annotation=survey_url=https://www.gstatic.com/drive-fs/survey.html --annotation=switchblade_dss=off --annotation=switchblade_on_websockets=on --annotation=thread_stuck_threshold_sec=60 --annotation=throttling_algorithm=1 --annotation=unlocked_mac_getxattr_v2=off --annotation=upload_folder=off --annotation=use_correct_size_option_for_put=on --annotation=use_cros_http_client=off --annotation=use_mac_fileprovider=on --annotation=use_moonshine=on --annotation=use_win32_fibers=off --annotation=ver=129.0.1.0 --annotation=webview2_enable_draggable_regions=off --annotation=webview2_requirement_notification=0 --annotation=webview2_requirement_url=https://support.google.com/drive?p=d4d_webview2_rollout --annotation=win_dpi_aware_per_monitor=off --annotation=win_ipc_security_hardening=off --attachment=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad/account_features --handshake-fd=5
tanu              1037   0.0  0.1 435417088   9552   ??  S     8:56PM   0:00.25 /Applications/Google Drive.app/Contents/MacOS/Google Drive --auto_restart_count=1 --first_auto_restart_timestamp=46932
_netbios          2076   0.0  0.0 435306096   2864   ??  SNs   9:37AM   0:00.32 /usr/sbin/netbiosd
tanu              2059   0.0  0.1 435358128   7840   ??  S     7:05AM   0:00.25 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
tanu              1978   0.0  0.1 435310192   5856   ??  S     5:23AM   0:00.02 /Applications/Google Drive.app/Contents/MacOS/crashpad_handler --database=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad --url=https://clients2.google.com/cr/report --annotation=always_send_feedback_unauthenticated=on --annotation=anonymous_feedback_submit_api_key=AIzaSyCejQEszExWuVHsgk8YElDTlbbrhzeRISc --annotation=anonymous_feedback_submit_url=https://feedback-pa.googleapis.com/v1/feedback/products/1633926/web:anonymous_submit --annotation=ask_to_copy_files_for_pending_uploads=on --annotation=automatic_error_reporting_trigger_assert_ids=0xFE7C4003,0xFE7C4004,0xFE7C4005,0xFE7C4011 --annotation=bandwidth_throttling=on --annotation=browser_auth_wait_for_client_timeout_ms=300000 --annotation=browser_auth_with_signup_wait_for_client_timeout_ms=1200000 --annotation=casita_about_dialog=on --annotation=casita_add_more_folders_to_sync_url=https://support.google.com/drive/?p=errorlist --annotation=casita_faq_url=https://support.google.com/drive?p=d4d_redesign_beta --annotation=casita_force_enable=off --annotation=casita_hide_disconnect_for_loading_account=on --annotation=casita_milestone=2 --annotation=casita_rename_sign_out_button_to_disconnect_account=on --annotation=casita_search=off --annotation=casita_startup_prompt_for_opt_in=0 --annotation=collect_ms_office_meet_integration_metrics=off --annotation=com_api_thread_stuck_threshold_sec=0 --annotation=compress_regular_log_files=off --annotation=confirm_quit_during_system_logout=off --annotation=context_menu_create_editor_files=on --annotation=context_menu_force_refresh_folder=on --annotation=context_menu_show_create_new_shared_drive_dialog=on --annotation=crash_oom_threshold_mb=1048576 --annotation=crash_throttle_percentage=0 --annotation=create_encrypted_editor_file=on --annotation=cse_guest_access_enabled=on --annotation=curl_allows_user_provided_content_length=off --annotation=current_drive_fs_version=129.0.1.0 --annotation=current_os_version=macOS/Version 26.5.1 (Build 25F80) (arm64) --annotation=decore_authoritative_global_fetcher=on --annotation=decore_automatic_rollback=on --annotation=decore_separate_user_settings=on --annotation=dedupe_interval_ms=2000 --annotation=deprecation_date=2027-07-27 --annotation=deprecation_warning_threshold=30 --annotation=directory_log_max_byte_size=524288000 --annotation=disable_core_experiment_fetching=off --annotation=disable_non_static_file_provider_event_metrics=off --annotation=disable_unified_buffer_cache=off --annotation=drive_dot=on --annotation=enable_automatic_error_reporting=on --annotation=enable_casita_shared_drives_ui=off --annotation=enable_casita_sign_out_flow=off --annotation=enable_external_file_provider_volume=off --annotation=enable_internal_cello_metrics=on --annotation=enable_mac_os_context_menu=on --annotation=enable_metrics=on --annotation=enable_ransomware_dialog=on --annotation=enable_search_hot_key=on --annotation=enable_windows_tray_icon_context_menu=on --annotation=enable_wkwebview_popup_bridge_gating=on --annotation=encrypt_and_upload=off --annotation=encrypt_and_upload_folder=on --annotation=exception_enabled_apps=.* --annotation=file_provider_add_items_to_ws_on_listing=on --annotation=file_provider_create_existing_file_id_succeeds=off --annotation=file_provider_cse_target_id_scheme=off --annotation=file_provider_detect_remaining_domain_with_api_timeout_ms=10000 --annotation=file_provider_disable_movein_user_interaction=off --annotation=file_provider_disable_moveout_user_interaction=off --annotation=file_provider_disabled_notification_interval_mins=1440 --annotation=file_provider_enable_deny_copy_activation_rule=on --annotation=file_provider_enable_deny_shared_drive_root_manipulation=on --annotation=file_provider_enable_read_ahead=on --annotation=file_provider_mac_secure_fileprovider_symlink=on --annotation=file_provider_max_retry_backoff_per_api_call_ms=30000 --annotation=file_provider_min_partial_read_size=4194304 --annotation=file_provider_mirror_switch_unpinned_item_batch_size=2000 --annotation=file_provider_notify_mount_point_changed=on --annotation=file_provider_posix_symlink_path_max_size=1024 --annotation=file_provider_quick_access_polling_interval_sec=43200 --annotation=file_provider_quit_grace_period_ms=0 --annotation=file_provider_remove_domain_flush_timeout_ms=300000 --annotation=file_provider_support_string_search=on --annotation=file_revisions_virtual_folder=off --annotation=fileprovider_signal_debounce_ms=250 --annotation=force_file_provider_materialization=on --annotation=force_refresh_folder_normal_menu=off --annotation=gemini_extra_included_mimetypes= --annotation=gui_autostart_option=on --annotation=hide_inaccessible_inheritance_break_folders=on --annotation=inform_users_of_pending_uploads=on --annotation=local_file_reading_buffer_size=8388608 --annotation=log_app_stability=off --annotation=logging_on_cello_thread_startup=off --annotation=mac_smb_dialect_mode=0 --annotation=mac_smb_nodatacache=on --annotation=mac_smb_port=-1 --annotation=manage_file_revisions_in_web=on --annotation=max_connection_idle_time_msec=600000 --annotation=max_core_restarts_after_db_corruption=10 --annotation=max_feedback_payload_size=209715200 --annotation=max_file_provider_ipc_connections=100 --annotation=max_item_events_buffer_size_casita=50 --annotation=max_metrics_per_event_code_per_batch=200 --annotation=max_status_source_locations_count_per_metric_event=3 --annotation=max_syncing_status_change_events_casita=50 --annotation=max_thumbnail_dimension=768 --annotation=meet_live_stream_info_uri= --annotation=meet_outlook_addin=off --annotation=meet_uri=https://meetings.clients6.google.com/v1/spaces --annotation=metrics_store_reset_counter=0 --annotation=min_duration_hours_between_any_surveys=24 --annotation=min_duration_hours_between_automatic_error_reports=720 --annotation=min_duration_hours_between_same_surveys=720 --annotation=min_duration_seconds_wait_after_close_for_survey=30 --annotation=min_duration_seconds_wait_after_cores_startup_for_survey=30 --annotation=min_supported_os_version=13.0.0 --annotation=mojave_overlays_fix=off --annotation=multi_account_max_accounts=4 --annotation=nondownloadable_files_as_gdrive_files=on --annotation=nondownloadable_files_as_gdrive_files_migration=on --annotation=num_metrics_batches_per_request=70 --annotation=outlook_addin=off --annotation=pause_syncing_option=on --annotation=phenotype_sync_timeout_ms=500 --annotation=photos_check_apl_icloud_import=on --annotation=photos_deprecation_date=2026-08-10 --annotation=photos_deprecation_soft_date=2026-06-15 --annotation=photos_feature_unsupported=off --annotation=photos_feature_unsupported_soon=on --annotation=prod=DriveFS --annotation=read_only_mode=off --annotation=read_only_ransomware=on --annotation=reconnected_nas_polling_interval_seconds=60 --annotation=reset_content_cache_location=off --annotation=restart_on_browser_request=on --annotation=same_content_dedupe_interval_ms=600000 --annotation=seconds_per_metrics_batch=20 --annotation=share_dialog=on --annotation=show_live_stream_frame_in_outlook_onboarding=off --annotation=slurp_poll_path_frequency_min=240 --annotation=smb_allowed=on --annotation=soon_to_be_min_supported_os_version=13.0.0 --annotation=soon_to_be_unsupported_os_learn_more=https://support.google.com/drive/answer/2375082 --annotation=spotlight_timestamp_fsctl_support=on --annotation=structured_log_max_file_count=30 --annotation=structured_log_max_file_size_kbytes=5120 --annotation=structured_log_zip_logs=on --annotation=structured_logging=on --annotation=survey_api_key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ --annotation=survey_configurations= --annotation=survey_listnr_product_id=1633926 --annotation=survey_url=https://www.gstatic.com/drive-fs/survey.html --annotation=switchblade_dss=off --annotation=switchblade_on_websockets=on --annotation=thread_stuck_threshold_sec=60 --annotation=throttling_algorithm=1 --annotation=unlocked_mac_getxattr_v2=off --annotation=upload_folder=off --annotation=use_correct_size_option_for_put=on --annotation=use_cros_http_client=off --annotation=use_mac_fileprovider=on --annotation=use_moonshine=on --annotation=use_win32_fibers=off --annotation=ver=129.0.1.0 --annotation=webview2_enable_draggable_regions=off --annotation=webview2_requirement_notification=0 --annotation=webview2_requirement_url=https://support.google.com/drive?p=d4d_webview2_rollout --annotation=win_dpi_aware_per_monitor=off --annotation=win_ipc_security_hardening=off --attachment=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad/account_features --handshake-fd=5
root              1875   0.0  0.1 435342160   5840   ??  Ss   12:14AM   0:00.58 /usr/libexec/wifivelocityd
tanu              1526   0.0  0.0 435301232   2432   ??  S    10:19PM   0:00.03 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
tanu              1462   0.0  0.1 435347456   6864   ??  S     9:07PM   0:00.31 /System/Library/PrivateFrameworks/People.framework/peopled
tanu              1459   0.0  0.2 435520416  19760   ??  Ss    9:07PM   0:11.32 /Applications/WhatsApp.app/Contents/PlugIns/ServiceExtension.appex/Contents/MacOS/ServiceExtension -AppleLanguages ("en-IN")
_rmd              1375   0.0  0.0 435305328   2080   ??  S     9:00PM   0:00.38 /usr/sbin/distnoted agent
tanu              1371   0.0  0.1 435392864   9232   ??  S     9:00PM   0:00.32 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
tanu              1361   0.0  0.1 435340208   5648   ??  S     8:58PM   0:00.11 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
tanu              1297   0.0  0.1 435390000   6096   ??  S     8:57PM   0:03.47 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
tanu              1256   0.0  0.2 435349168  13296   ??  Ss    8:57PM   0:04.97 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
tanu              1230   0.0  0.1 435515136   8672   ??  S     8:57PM   0:00.50 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
root              1228   0.0  0.0 435304512   2368   ??  Ss    8:57PM   0:00.02 /System/Library/CoreServices/CrashReporterSupportHelper server-init
tanu              1225   0.0  0.2 435369488  14224   ??  S     8:57PM   0:00.39 /usr/libexec/GamePolicyAgent
tanu              1223   0.0  0.1 435340608   5936   ??  Ss    8:57PM   0:00.84 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
root              1216   0.0  0.0 435339616   3264   ??  Ss    8:57PM   0:00.19 /System/Library/CoreServices/SubmitDiagInfo server-init
tanu              1210   0.0  0.2 435353088  13552   ??  Ss    8:57PM   0:00.09 /System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuTW9iaWxlU01TLk1lc3NhZ2VzQWN0aW9uRXh0ZW5zaW9uIiwidHlwZSI6MX0=
tanu              1208   0.0  0.1 435352400   5264   ??  Ss    8:57PM   0:00.10 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariLinkExtension.appex/Contents/MacOS/SafariLinkExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuU2FmYXJpLlNhZmFyaUxpbmtFeHRlbnNpb24iLCJ0eXBlIjoxfQ==
tanu              1207   0.0  0.1 435352496   5152   ??  Ss    8:57PM   0:00.08 /System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5jYWxlbmRhci5DYWxlbmRhckludGVudHNFeHRlbnNpb24iLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu              1204   0.0  0.1 435346368   6176   ??  S     8:57PM   0:03.01 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
tanu              1194   0.0  0.2 435379696  20560   ??  S     8:56PM   0:00.56 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
root              1193   0.0  0.1 435342400   4720   ??  S     8:56PM   0:00.32 /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
tanu               998   0.0  0.1 435342016   7072   ??  S     8:56PM   0:00.81 /System/Library/CoreServices/diagnostics_agent
_applepay         1162   0.0  0.0 435305248   2080   ??  S     8:56PM   0:00.38 /usr/sbin/distnoted agent
_networkd         1151   0.0  0.0 435305232   2080   ??  S     8:56PM   0:00.39 /usr/sbin/distnoted agent
tanu              1150   0.0  0.1 435518928   8144   ??  S     8:56PM   0:00.21 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
tanu              1145   0.0  0.2 435649520  14096   ??  Ss    8:56PM   0:00.85 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
_gamecontrollerd  1140   0.0  0.0 435305568   2080   ??  S     8:56PM   0:00.39 /usr/sbin/distnoted agent
_accessoryupdater  1138   0.0  0.0 435305776   2080   ??  S     8:56PM   0:00.39 /usr/sbin/distnoted agent
tanu              1130   0.0  0.0 435504608   1856   ??  Ss    8:56PM   0:00.02 postgres: logical replication launcher   
tanu              1129   0.0  0.0 435504608   2240   ??  Ss    8:56PM   0:00.16 postgres: autovacuum launcher   
tanu              1128   0.0  0.0 435503584    672   ??  Ss    8:56PM   0:00.07 postgres: walwriter   
tanu              1126   0.0  0.0 435503584    784   ??  Ss    8:56PM   0:00.08 postgres: background writer   
tanu              1125   0.0  0.0 435503584    928   ??  Ss    8:56PM   0:00.01 postgres: checkpointer   
tanu              1124   0.0  0.0 435503584    320   ??  Ss    8:56PM   0:00.00 postgres: io worker 2  
tanu              1123   0.0  0.0 435503584    336   ??  Ss    8:56PM   0:00.00 postgres: io worker 1  
tanu              1122   0.0  0.0 435503584    336   ??  Ss    8:56PM   0:00.01 postgres: io worker 0  
tanu              1096   0.0  0.0 435305456   3248   ??  S     8:56PM   0:00.05 /usr/libexec/ptpcamerad
tanu              1093   0.0  0.1 435352592  10288   ??  SN    8:56PM   0:01.94 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
root              1088   0.0  0.0 435313648   1552   ??  Ss    8:56PM   0:00.04 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
